timestamp,RV
2/23/2022 16:00,0.0198
2/24/2022 16:00,0.0108
2/25/2022 16:00,0.0107
2/28/2022 16:00,0.0000
3/1/2022 16:00,0.0181
3/2/2022 16:00,0.0135
3/3/2022 16:00,0.0000
3/4/2022 16:00,0.0137
3/7/2022 16:00,0.0175
3/8/2022 16:00,0.0177
3/9/2022 16:00,0.0240
3/10/2022 16:00,0.0152
3/11/2022 16:00,0.0193
3/14/2022 16:00,0.0121
3/15/2022 16:00,0.0102
3/16/2022 16:00,0.0097
3/17/2022 16:00,0.0163
3/18/2022 16:00,0.0089
3/21/2022 16:00,0.0063
3/22/2022 16:00,0.0105
3/23/2022 16:00,0.0105
3/24/2022 16:00,0.0084
3/25/2022 16:00,0.0083
3/28/2022 16:00,0.0162
3/29/2022 16:00,0.0064
3/30/2022 16:00,0.0084
3/31/2022 16:00,0.0154
4/1/2022 16:00,0.0141
4/4/2022 16:00,0.0105
4/5/2022 16:00,0.0100
4/6/2022 16:00,0.0111
4/7/2022 16:00,0.0064
4/8/2022 16:00,0.0128
4/11/2022 16:00,0.0124
4/12/2022 16:00,0.0097
4/13/2022 16:00,0.0120
4/14/2022 16:00,0.0121
4/15/2022 16:00,0.0000
4/18/2022 16:00,0.0065
4/19/2022 16:00,0.0073
4/20/2022 16:00,0.0057
4/21/2022 16:00,0.0271
4/22/2022 16:00,0.0110
4/25/2022 16:00,0.0083
4/26/2022 16:00,0.0167
4/27/2022 16:00,0.0092
4/28/2022 16:00,0.0110
4/29/2022 16:00,0.0000
5/2/2022 16:00,0.0000
5/3/2022 16:00,0.0000
5/4/2022 16:00,0.0000
5/5/2022 16:00,0.0000
5/6/2022 16:00,0.0000
5/9/2022 16:00,0.0484
5/10/2022 16:00,0.0099
5/11/2022 16:00,0.0205
5/12/2022 16:00,0.0284
5/13/2022 16:00,0.0235
5/16/2022 16:00,0.0000
5/17/2022 16:00,0.0199
5/18/2022 16:00,0.0192
5/19/2022 16:00,0.0229
5/20/2022 16:00,0.0067
5/23/2022 16:00,0.0112
5/24/2022 16:00,0.0122
5/25/2022 16:00,0.0112
5/26/2022 16:00,0.0000
5/27/2022 16:00,0.0184
5/30/2022 16:00,0.0105
5/31/2022 16:00,0.0118
6/1/2022 16:00,0.0000
6/2/2022 16:00,0.0238
6/3/2022 16:00,0.0150
6/6/2022 16:00,0.0125
6/7/2022 16:00,0.0112
6/8/2022 16:00,0.0187
6/9/2022 16:00,0.0115
6/10/2022 16:00,0.0165
6/13/2022 16:00,0.0127
6/14/2022 16:00,0.0107
6/15/2022 16:00,0.0132
6/16/2022 16:00,0.0281
6/17/2022 16:00,0.0238
6/20/2022 16:00,0.0088
6/21/2022 16:00,0.0073
6/22/2022 16:00,0.0140
6/23/2022 16:00,0.0111
